id,label
1221856403456815104,irrelevant
1222049336848044033,misinformation
1222052455371788291,irrelevant
1222138178632503296,misinformation
1222143007765356545,irrelevant
1222198063630102528,irrelevant
1222314959318790149,irrelevant
1222324643119292416,irrelevant
1222360635809255427,irrelevant
1222371815403573248,true
1222719567635468288,misinformation
1222725680841887744,true
1222748919802683392,misinformation
1222762215851331584,true
1222769068383657986,true
1222797120857628672,irrelevant
1222823942714347520,irrelevant
1222868332216377344,irrelevant
1223240285058039814,irrelevant
1223467883100950530,irrelevant
1223800897576161280,irrelevant
1223831576649166848,true
1223831875271028737,true
1223839175058886656,true
1223886432323792897,not_sure
1224007267558645760,true
1224099434289680386,true
1224115286736982016,true
1224170292492128256,no_consensus
1224189501968273408,irrelevant
1224189524210700289,true
1224194078050377728,true
1224202867143168000,no_consensus
1224241023355965440,true
1224244334448373760,true
1224294803090755584,misinformation
1224491386562662402,true
1224511136378183680,irrelevant
1224546352618541056,irrelevant
1224560863719256064,true
1224569788854259712,no_consensus
1224595966243885059,true
1224599891806236672,true
1224629920506081280,true
1224723549199523840,true
1224857688602886144,irrelevant
1224877210604953600,true
1224907249249742848,true
1224923648487591936,irrelevant
1225035573586358272,misinformation
1225456304686325761,irrelevant
1225623525991469057,true
1225628941584666624,true
1225733844076126208,true
1225743086573236226,irrelevant
1225744153285255168,irrelevant
1225773708293349377,true
1225841915071025153,irrelevant
1225845476613935106,irrelevant
1225931138205614086,true
1226868440352333824,true
1227218360754065410,irrelevant
1228139516625608704,irrelevant
1228740759769276416,irrelevant
1228869140569456640,true
1229217669838073856,irrelevant
1229293879796436992,irrelevant
1229643300270829568,irrelevant
1229687703702138880,misinformation
1229948852846956545,irrelevant
1230024855732359168,irrelevant
1230149342406889472,irrelevant
1230247512277168129,irrelevant
1230563827424456704,irrelevant
1231177842475425792,irrelevant
1231529163497955331,irrelevant
1231893894117437441,irrelevant
1232470202081665024,irrelevant
1232476372695543809,irrelevant
1232866074003046400,irrelevant
1232932448285155328,irrelevant
1233481130646654976,irrelevant
1233760414900469760,irrelevant
1234069877599531008,irrelevant
1234341927908073474,true
1234343233708150784,true
1234344518230523904,true
1234346975497052160,true
1234351106966376448,true
1234354082984284160,true
1234354896687620096,true
1234359196188991488,true
1234361414002728961,irrelevant
1234374492287311873,true
1234380507288350720,true
1234386552412704770,irrelevant
1234413256174796805,true
1234427558491353093,true
1234463159848706055,irrelevant
1234488110316183553,true
1234491723398729729,irrelevant
1234537187611377664,true
1234693284708020224,true
1234693677584285697,true
1234708803293048833,true
1234719255326670848,irrelevant
1234720318079393792,true
1234730306315272193,true
1234818470262583296,true
1234831087953514497,irrelevant
1234834535306661890,true
1234876201510096897,irrelevant
1235056947151245313,irrelevant
1235070016313147393,true
1235078980841041920,true
1235097343197757441,true
1235119553891491840,true
1235121786670510081,irrelevant
1235158872446382081,irrelevant
1235159263716052992,irrelevant
1235269496098762754,true
1235274873037086725,irrelevant
1235438809149353984,irrelevant
1235542734619979776,irrelevant
1235765791204823042,irrelevant
1235829226122530816,true
1235864886778810370,irrelevant
1235868864757379072,irrelevant
1235897923038306304,irrelevant
1235939147644383232,irrelevant
1235961447030513666,irrelevant
1235979772473135109,irrelevant
1236111168076312576,irrelevant
1236163058176647168,true
1236166874834112512,true
1236200423205158912,irrelevant
1236200937271615494,irrelevant
1236251401660936193,irrelevant
1236255674901782529,irrelevant
1236531619063894016,irrelevant
1236533263004549122,irrelevant
1236613654738382848,no_consensus
1236717243662307328,true
1236891342057291776,irrelevant
1236977255282135042,true
1236992395142500353,true
1237251801667104768,irrelevant
1237265356311252992,true
1237326269366312962,true
1237353046369157120,irrelevant
1237568718114181120,misinformation
1237581423063654401,true
1237608919574261761,true
1237619079675908096,irrelevant
1237747150840369152,misinformation
1237788737666351104,irrelevant
1237794978513866758,no_consensus
1237817833662427136,irrelevant
1237988226750500864,irrelevant
1238133740263616516,irrelevant
1238322156787732480,true
1238329970893754368,irrelevant
1238333594570854402,irrelevant
1238348319895834624,true
1238391103285424128,irrelevant
1238401361974190080,irrelevant
1238530647091634176,irrelevant
1238593662310854657,irrelevant
1238613799176790016,true
1238739120815362048,irrelevant
1238776479476936704,irrelevant
1238962886812160001,true
1239058295295324162,no_consensus
1239058408541548545,irrelevant
1239083238699589632,true
1239102725398220801,irrelevant
1239112510957137922,true
1239147948765782017,true
1239167464220418054,irrelevant
1239178989714866176,true
1239191899904397312,true
1239224389138169856,irrelevant
1239326968245440512,true
1239399861801201664,irrelevant
1239417319002198016,irrelevant
1239449908584697856,true
1239480959277232128,true
1239485808328888320,irrelevant
1239527884986908672,irrelevant
1239547803208015872,no_consensus
1239554640208736258,true
1239558901869072384,irrelevant
1239559571753930752,no_consensus
1239643471083974664,irrelevant
1239695031763599368,irrelevant
1239710664072937472,true
1239760581315293185,irrelevant
1239772064975749121,true
1239774372312711169,irrelevant
1239797625395658753,irrelevant
1239817124757078016,true
1239819054048849921,true
1239822035838218241,true
1239843844889296896,true
1239863785432612865,irrelevant
1239908343155585024,irrelevant
1240016890409275392,irrelevant
1240116412665954305,irrelevant
1240126035020189697,irrelevant
1240143458402172929,true
1240149195232890880,true
1240154980558004225,irrelevant
1240158960595775489,true
1240165285241344000,true
1240168963935326208,true
1240181521199202304,true
1240185337726427136,irrelevant
1240190512113442816,irrelevant
1240190799163228161,true
1240194586611417088,true
1240204891731054594,misinformation
1240214605953028097,irrelevant
1240226441888923653,true
1240227692227842048,irrelevant
1240233991929823235,true
1240244901092057088,true
1240247535651794944,true
1240269223156314112,true
1240273296408498177,irrelevant
1240294091927113729,irrelevant
1240469296096014337,irrelevant
1240475583877804032,irrelevant
1240503899401752576,true
1240512673428713472,irrelevant
1240518420166103040,irrelevant
1240522630920208384,irrelevant
1240536841608204289,true
1240572430273228800,true
1240594186002247680,true
1240596690031296514,true
1240673697012289537,irrelevant
1240676075648299008,irrelevant
1240726384323878912,no_consensus
1240728889225285634,irrelevant
1240857563119271937,true
1240859388165918725,true
1240923509175382016,irrelevant
1240927578594164738,true
1240934021510512641,irrelevant
1240977641793961984,irrelevant
1240998730163040256,no_consensus
1241009048368992259,irrelevant
1241052489245315072,irrelevant
1241204989336248321,irrelevant
1241230995132518402,no_consensus
1241230995132518402,irrelevant
1241232873593569280,no_consensus
1241235524091662337,true
1241246983831998465,irrelevant
1241295151022006272,irrelevant
1241307369037914113,irrelevant
1241338938934976512,irrelevant
1241398565353582598,irrelevant
1241405779564847105,irrelevant
1241411550730125312,irrelevant
1241496859065094145,true
1241512709688119298,irrelevant
1241553004043493376,true
1241560817947926529,irrelevant
1241562147697487873,irrelevant
1241574918472400896,irrelevant
1241609135663140864,irrelevant
1241631298927484931,irrelevant
1241647849328324608,true
1241668238682935297,irrelevant
1241683745121300480,true
1241692145758531585,irrelevant
1241705357707075584,irrelevant
1241715595948650496,irrelevant
1241715637619060737,true
1241725205015216134,true
1241733887425798144,irrelevant
1241750035324231680,true
1241886845325148160,true
1241897624963133440,irrelevant
1241939076736880640,irrelevant
1241941183066071040,true
1241941568442888192,irrelevant
1241946640132390913,true
1241947796925751297,irrelevant
1241947956212715521,true
1241949168844734466,irrelevant
1241949869692067840,true
1241950061585518592,true
1241952805318868998,true
1241960854083387393,no_consensus
1241986560297295874,true
1241987127145046016,true
1242003228817887232,no_consensus
1242015263324647427,irrelevant
1242023461561696261,true
1242028541522276352,irrelevant
1242029242046500864,irrelevant
1242030651605266433,irrelevant
1242051073424015360,irrelevant
1242051131942944768,no_consensus
1242057868221673472,true
1242084346695004161,true
1242103506212769792,irrelevant
1242150910450520065,no_consensus
1242183600524505097,true
1242201212998635526,true
1242242220226482179,true
1242249526884233217,irrelevant
1242254614809862144,irrelevant
1242265653861466113,irrelevant
1242271476180385793,irrelevant
1242272707854491648,irrelevant
1242288270282616832,irrelevant
1242289305684529153,irrelevant
1242357644397969408,irrelevant
1242366682766737408,true
1242367315443924996,irrelevant
1242369777953165312,irrelevant
1242379713483403265,true
1242398177862357004,irrelevant
1242418104103100416,irrelevant
1242425276279250944,true
1242427012473593856,true
1242582784528408576,irrelevant
1242642172370767873,irrelevant
1242681276621918210,irrelevant
1242712737454555142,irrelevant
1242714499594870784,no_consensus
1242720211305762816,true
1242736825535311874,irrelevant
1242743764549943296,true
1242794857279586310,irrelevant
1242899946207997953,irrelevant
1242982410301534209,irrelevant
1243002308453007360,irrelevant
1243014713543290880,irrelevant
1243021606437490688,true
1243045283375661057,true
1243056569765335040,irrelevant
1243068280866140160,irrelevant
1243081312140791812,true
1243094871969128448,irrelevant
1243097279956803584,irrelevant
1243113910808567809,true
1243117604572561408,irrelevant
1243119202455523334,no_consensus
1243154691065696258,irrelevant
1243160538139381762,true
1243163536324517889,true
1243181064333545474,true
1243188384131993600,irrelevant
1243192088029589506,irrelevant
1243245770297561091,irrelevant
1243248836341989376,irrelevant
1243257145455308801,true
1243294948499148800,true
1243330717251260416,true
1243384400487698433,true
1243393074165735426,true
1243413988114743298,irrelevant
1243422031644733440,misinformation
1243429053954064385,true
1243431602853564416,irrelevant
1243439513810001920,irrelevant
1243441049223102465,irrelevant
1243445817643610112,irrelevant
1243461239931428864,irrelevant
1243462440370589697,irrelevant
1243487265956843520,irrelevant
1243494009906925568,irrelevant
1243501161707008001,irrelevant
1243527367596728321,irrelevant
1243586146958884864,irrelevant
1243610683133939712,irrelevant
1243653607590727680,irrelevant
1243677003720675328,irrelevant
1243746737841246208,irrelevant
1243766883054014467,irrelevant
1243793458944528392,irrelevant
1243815012860227584,irrelevant
1243832084658941952,irrelevant
1243844947515592704,irrelevant
1243848265390411776,true
1243852054063280128,irrelevant
1243858697291358208,irrelevant
1243886643724992513,irrelevant
1243895958963777536,true
1243952153917419520,irrelevant
1244064569464512512,true
1244105673886937093,irrelevant
1244109403504009216,irrelevant
1244116207432654850,irrelevant
1244121382557855745,irrelevant
1244142243901915137,true
1244152235002490880,irrelevant
1244169721412370432,true
1244171989054447618,irrelevant
1244197558643093505,true
1244209491291357186,irrelevant
1244226608929468417,irrelevant
1244237967230521344,irrelevant
1244252416700108800,irrelevant
1244411740604878848,irrelevant
1244449657389903872,true
1244488500893741057,true
1244493682373468161,irrelevant
1244497609806340096,irrelevant
1244505130839314432,true
1244525044992077826,irrelevant
1244568550158643203,true
1244598010450817024,irrelevant
1244606675887075330,true
1244618721911586824,irrelevant
1244621103408001024,irrelevant
1244627201883963392,irrelevant
1244764007954857987,true
1244785645488230401,irrelevant
1244795775906799616,true
1244835261558566913,true
1244858405501562881,irrelevant
1244866596889178113,misinformation
1244882836831604736,true
1244884460912312327,true
1244885350301851648,irrelevant
1244901539703148544,irrelevant
1245167727683100672,irrelevant
1245174303361871873,true
1245199326923522048,misinformation
1245202572425691136,irrelevant
1245230465344143360,true
1245230963463819266,irrelevant
1245244482041163780,misinformation
1245310089998643200,true
1245338044841910273,irrelevant
1245359149124218880,irrelevant
1245388787259080704,true
1245472711029252096,irrelevant
1245499626133700608,true
1245534149798055936,irrelevant
1245537425734041601,irrelevant
1245563530503262208,true
1245564755714048002,irrelevant
1245582807075680261,true
1245584778906107904,true
1245606294410543110,irrelevant
1245613833583919104,irrelevant
1245652030019928065,true
1245654090090024960,true
1245658133885677570,irrelevant
1245669092914151425,irrelevant
1245674625717043200,irrelevant
1245710083532587010,irrelevant
1245719000350224385,true
1245766975038488576,irrelevant
1245883500776935424,irrelevant
1245888304710479872,irrelevant
1245901763086962688,misinformation
1245910613156458497,irrelevant
1245924831603748865,irrelevant
1245937821875134464,irrelevant
1245948144090624000,irrelevant
1245965910617100290,no_consensus
1245969942614335488,irrelevant
1245971268513320962,true
1245979790089338882,irrelevant
1246002195717173249,true
1246004913986891776,irrelevant
1246006276686938112,need_expert_judgment
1246010022988939265,irrelevant
1246018155622748160,true
1246018947121647617,true
1246047721300979712,irrelevant
1246060279177170944,true
1246076800582778880,irrelevant
1246083510948909056,true
1246098925087379456,irrelevant
1246104436675473410,true
1246205732372074496,irrelevant
1246278482931277825,true
1246280811118129153,irrelevant
1246293552939675649,true
1246305258730442752,true
1246325357927514112,irrelevant
1246326323108175872,no_consensus
1246334637837824000,true
1246335392720158720,irrelevant
1246336160302940160,irrelevant
1246338647038681089,irrelevant
1246347760393052160,irrelevant
1246350595516030976,irrelevant
1246377974057684993,true
1246379579343810560,misinformation
1246403309662916608,true
1246441976980885505,true
1246451729178083328,true
1246452819042996224,irrelevant
1246494985203134465,irrelevant
1246611808783192064,irrelevant
1246688613871443968,irrelevant
1246721687833337856,true
1246724073599598592,irrelevant
1246729455197810689,irrelevant
1246742264874807298,irrelevant
1246778791738802176,irrelevant
1246781560226906112,irrelevant
1246808085043109890,irrelevant
1246828783866277893,true
1246856009005457408,irrelevant
1246868681088364544,true
1246912733913550849,irrelevant
1246926904046825473,true
1246927762683645952,true
1246953519107604481,irrelevant
1247014448864186370,true
1247014852989571072,true
1247018643063484418,irrelevant
1247023802984419328,true
1247062449594888198,irrelevant
1247067482134917121,no_consensus
1247077491220480001,true
1247085643160629248,true
1247095069670133762,true
1247097857607229440,true
1247107798300647424,true
1247110263922360320,irrelevant
1247117931504267265,irrelevant
1247119861462888448,true
1247125469276839936,irrelevant
1247136948654723073,true
1247139771291336704,true
1247199032679653378,irrelevant
1247291198575767552,irrelevant
1247292137047117825,true
1247320084965519360,irrelevant
1247343496031121409,true
1247361795838210050,irrelevant
1247373286943514624,true
1247378976730836992,irrelevant
1247383527466778624,irrelevant
1247413310833569792,true
1247413805870714880,irrelevant
1247414788046585856,true
1247424505447731201,true
1247435868442218496,irrelevant
1247439345847418880,irrelevant
1247521770996809735,true
1247556852042219520,true
1247680559557435392,irrelevant
1247696544196780032,true
1247710581555113984,true
1247710583052525568,irrelevant
1247714033400188938,true
1247744874444517377,true
1247755016300978176,irrelevant
1247769285830688769,irrelevant
1247779574286450691,irrelevant
1247782074947256321,irrelevant
1247808657858809859,true
1247888389816254464,irrelevant
1247902983171403781,irrelevant
1247925753783545856,irrelevant
1248074445933043713,true
1248095263203430400,true
1248115101854568454,true
1248137217937043456,irrelevant
1248137860525375495,irrelevant
1248149158940180480,true
1248159742096269312,irrelevant
1248162993432449025,irrelevant
1248170080342605825,true
1248182308844130305,true
1248185978575077376,irrelevant
1248188990001262592,irrelevant
1248196747572068352,irrelevant
1248236635570896896,irrelevant
1248407512543424515,irrelevant
1248429171765678083,true
1248442089890709504,misinformation
1248455533096366081,no_consensus
1248457747370110976,true
1248467251394535427,irrelevant
1248470308798881793,true
1248484141596729345,true
1248491244163981313,true
1248492014313697281,true
1248505073023381506,irrelevant
1248518677365796865,true
1248530179464376321,irrelevant
1248548198685253633,irrelevant
1248559320402255872,irrelevant
1248598697044131841,true
1248618535539978245,irrelevant
1248632225144246274,misinformation
1248658800858578946,irrelevant
1248795179579932672,irrelevant
1248803463519068160,need_expert_judgment
1248803463519068160,irrelevant
1248813323782483969,irrelevant
1248845497571266561,irrelevant
1248855183611719680,true
1248909181647605761,true
1248937802860883974,true
1248940055734800386,irrelevant
1248943657530597378,true
1248961574821228545,true
1249182616298958851,irrelevant
1249215837426331648,true
1249216014891364352,irrelevant
1249233315648790528,irrelevant
1249243568218066944,irrelevant
1249295823508103169,true
1249309519559020549,irrelevant
1249324890794016775,irrelevant
1249340509669052416,true
1249473691374608384,true
1249503860806144000,true
1249514280023494657,irrelevant
1249539573299810305,true
1249541392142970881,no_consensus
1249574116232851456,true
1249579287952470016,irrelevant
1249580166369566722,true
1249598229047660546,true
1249611894899585024,true
1249624555800281088,irrelevant
1249645986277777409,misinformation
1249650041712562178,true
1249655553153851393,true
1249663143921348609,true
1249664721512361984,true
1249666986440716288,irrelevant
1249671659465756672,irrelevant
1249691459722170369,misinformation
1249707452620132353,irrelevant
1249742278198886412,true
1249859718635565057,irrelevant
1249895467560783872,irrelevant
1249898348175228928,irrelevant
1249909903457570816,true
1249911878492413953,irrelevant
1249914797644107778,irrelevant
1249920382120820737,irrelevant
1249925065069588480,irrelevant
1249931660168060928,irrelevant
1249934178864394241,true
1249942247002402817,irrelevant
1249944933701582848,true
1249947244045852672,irrelevant
1249956136809148416,true
1249961732463833091,irrelevant
1249965613746991104,irrelevant
1249967826787610626,true
1249968666063572993,true
1249972374008549376,true
1249975537407160320,irrelevant
1249978215952568320,true
1249978471536676864,true
1249978715510956033,true
1249989351183876097,irrelevant
1249998667479527424,irrelevant
1249999795415953408,irrelevant
1250003696378720257,irrelevant
1250012822655750145,true
1250041142361468930,irrelevant
1250042460585123843,irrelevant
1250051821634088961,irrelevant
1250054719529054208,true
1250058616289153024,true
1250070586547716097,true
1250111524498100224,irrelevant
1250208905814253576,true
1250212454858031104,irrelevant
1250222903863447553,irrelevant
1250263004769222663,true
1250263122771763200,true
1250263746687057922,true
1250264245951852545,true
1250267928705912833,irrelevant
1250271813101187075,irrelevant
1250272313422909446,irrelevant
1250274540506116096,true
1250291518792843265,irrelevant
1250296865343459328,true
1250305251208343552,true
1250306095093927938,true
1250318000374165505,true
1250329560186421252,irrelevant
1250333036954013698,true
1250415504772042757,no_consensus
1250438423841669121,irrelevant
1250535354517651461,irrelevant
1250586738520543232,no_consensus
1250608440545808386,irrelevant
1250635791824334848,true
1250647747813797889,irrelevant
1250649127798669314,true
1250654698966781952,true
1250674541497430016,true
1250684960127811584,true
1250711153761636352,misinformation
1250712391030984706,true
1250714353399214080,true
1250726862755467266,true
1250749703517544448,true
1250749813034893318,true
1250749958497669120,true
1250765117719019521,true
1250786733819490305,true
1250801356098564098,true
1250805865944281088,true
1250810654967169030,irrelevant
1250835548446633987,irrelevant
1250912618564341760,irrelevant
1250971002848317442,true
1250971008086863873,irrelevant
1250974582384717825,true
1250989185445609472,true
1250989471450857473,true
1251012616270430208,irrelevant
1251014022050258944,true
1251036115349368832,irrelevant
1251051828336156673,irrelevant
1251060925269807105,true
1251064333003640832,true
1251066170100219904,irrelevant
1251068404779401217,irrelevant
1251084715324403715,true
1251093946974928896,true
1251111333057224705,irrelevant
1251132320083406850,true
1251151845365411840,misinformation
1251330007361703938,true
1251335052455280645,true
1251340387920175104,true
1251360635092381701,true
1251362291477434368,no_consensus
1251398899522080769,irrelevant
1251399614617358336,irrelevant
1251404477506052096,true
1251422110926270465,irrelevant
1251442417867190273,true
1251448016881373185,true
1251452334451851264,true
1251464542930026497,irrelevant
1251485405192400896,irrelevant
1251486923790532608,no_consensus
1251538035600027650,irrelevant
1251612140504584193,irrelevant
1251683875304038401,true
1251689564520935427,true
1251694585065037824,true
1251702076112990208,irrelevant
1251724087560302592,true
1251758337877610496,true
1251769500271181824,true
1251801258333069312,irrelevant
1251816822753525763,true
1251859449599451136,true
1251887835914792962,true
1251890681020321793,irrelevant
1251903410330165248,true
1251919104467845120,true
1251969075158319104,irrelevant
1252024608796012545,irrelevant
1252046675029323776,irrelevant
1252051602711678982,true
1252055466068152320,misinformation
1252077696894427139,irrelevant
1252100214959206401,true
1252127143657525250,true
1252127328483721217,irrelevant
1252135510664810496,irrelevant
1252137686879612928,true
1252143521236086785,irrelevant
1252153290990555136,true
1252171427224190976,true
1252207925243723776,true
1252221434996445184,true
1252226367619346433,irrelevant
1252227579412541441,true
1252236924913192965,true
1252243043639455744,true
1252364732880662530,irrelevant
1252400758374297600,irrelevant
1252421918361149445,true
1252431581911724035,true
1252479061789560832,irrelevant
1252518023446933505,true
1252521231472984064,irrelevant
1252521461983707138,irrelevant
1252538955553071109,irrelevant
1252543134401064961,irrelevant
1252559998791692288,true
1252567227003539456,irrelevant
